 
****************************************
Report : power
        -net
        -analysis_effort low
        -sort_mode net_switching_power
Design : DLX_IR_SIZE32_PC_SIZE32
Version: F-2011.09-SP3
Date   : Sun Sep 19 19:45:02 2021
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /home/mariagrazia.graziano/do/libnangate/NangateOpenCellLibrary_typical_ecsm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
DLX_IR_SIZE32_PC_SIZE32
                       5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      a  -  Switching activity information annotated on net
      d  -  Default switching activity information on net

                             Total      Static   Toggle   Switching
Net                          Net Load   Prob.    Rate     Power      Attrs
DTPTH_I/ALU_OP/adder/carry_logic/pi[16][1]
                               0.699    0.500    0.1000      0.0423  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[20][1]
                               0.699    0.500    0.1000      0.0423  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[20][2]
                               0.699    0.500    0.1000      0.0423  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[24][1]
                               0.699    0.500    0.1000      0.0423  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[24][3]
                               0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[0]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[1]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[2]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[3]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[4]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[5]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[6]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[7]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[8]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[9]             0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[10]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[11]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[12]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[13]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[14]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[15]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[16]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[17]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[18]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[19]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[20]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[21]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[22]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[23]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[24]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[25]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[26]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[27]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[28]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[29]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[30]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/regB_ex[31]            0.699    0.500    0.1000      0.0423  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[4][0]
                               0.310    0.493    0.1952      0.0366  
DTPTH_I/ALU_OP/adder/carry_logic/pi[2][0]
                               0.310    0.504    0.1949      0.0365  
DTPTH_I/ALU_OP/adder/carry_logic/pi[7][0]
                               0.310    0.495    0.1939      0.0363  
DTPTH_I/NPC[1]                 0.310    0.505    0.1937      0.0363  
DTPTH_I/ALU_OP/adder/carry_logic/pi[12][0]
                               0.310    0.512    0.1931      0.0362  
DTPTH_I/ALU_OP/adder/carry_logic/pi[19][0]
                               0.310    0.505    0.1927      0.0361  
DTPTH_I/ALU_OP/adder/carry_logic/pi[27][0]
                               0.310    0.510    0.1927      0.0361  
DTPTH_I/ALU_OP/adder/carry_logic/pi[0][0]
                               0.310    0.494    0.1923      0.0360  
DTPTH_I/add_254/carry[6]       3.758    0.015    0.0158      0.0359  
DTPTH_I/ALU_OP/adder/carry_logic/pi[20][0]
                               0.310    0.500    0.1915      0.0359  
DTPTH_I/ALU_OP/adder/carry_logic/pi[24][0]
                               0.310    0.493    0.1901      0.0356  
n296                           1.231    0.937    0.0478      0.0356  
DTPTH_I/ALU_OP/adder/carry_logic/pi[16][0]
                               0.310    0.490    0.1900      0.0356  
DTPTH_I/ALU_OP/adder/carry_logic/pi[3][0]
                               0.310    0.508    0.1894      0.0355  
DTPTH_I/NPC[2]                 0.310    0.497    0.1894      0.0355  
DTPTH_I/ALU_OP/adder/carry_logic/pi[28][0]
                               0.310    0.512    0.1893      0.0355  
DTPTH_I/ALU_OP/adder/carry_logic/pi[23][0]
                               0.310    0.501    0.1890      0.0354  
DTPTH_I/ALU_OP/adder/carry_logic/pi[15][0]
                               0.310    0.503    0.1888      0.0354  
DTPTH_I/ALU_OP/adder/carry_logic/pi[11][0]
                               0.310    0.512    0.1884      0.0353  
DTPTH_I/ALU_OP/adder/carry_logic/pi[8][0]
                               0.310    0.502    0.1883      0.0353  
DTPTH_I/NPC[3]                 0.310    0.513    0.1638      0.0307  
DTPTH_I/Imm[6]                 0.699    0.499    0.0721      0.0305  
DTPTH_I/Imm[12]                0.699    0.496    0.0693      0.0293  
DTPTH_I/Imm[0]                 0.699    0.493    0.0690      0.0292  
DTPTH_I/Imm[4]                 0.699    0.480    0.0687      0.0290  
DTPTH_I/Imm[11]                0.699    0.497    0.0683      0.0289  
DTPTH_I/Imm[3]                 0.699    0.522    0.0682      0.0288  
DTPTH_I/Imm[13]                0.699    0.508    0.0679      0.0287  
DTPTH_I/Imm[7]                 0.699    0.489    0.0678      0.0287  
DTPTH_I/Imm[10]                0.699    0.498    0.0678      0.0287  
DTPTH_I/Imm[8]                 0.699    0.484    0.0673      0.0285  
DTPTH_I/Imm[1]                 0.699    0.471    0.0672      0.0284  
DTPTH_I/Imm[2]                 0.699    0.492    0.0666      0.0282  
DTPTH_I/Imm[9]                 0.699    0.495    0.0665      0.0281  
DTPTH_I/Imm[15]                0.699    0.492    0.0662      0.0280  
DTPTH_I/Imm[5]                 0.699    0.485    0.0657      0.0278  
DTPTH_I/Imm[14]                0.699    0.481    0.0651      0.0275  
DTPTH_I/NPC[4]                 0.310    0.489    0.1359      0.0255  
DTPTH_I/NPC[5]                 0.310    0.501    0.1255      0.0235  
DTPTH_I/NPC[6]                 0.310    0.488    0.1171      0.0219  
DTPTH_I/add_254/carry[7]       3.758    0.008    0.0092      0.0210  
DTPTH_I/NPC[7]                 0.310    0.501    0.1083      0.0203  
DTPTH_I/NPC[8]                 0.310    0.503    0.1065      0.0200  
DTPTH_I/NPC[9]                 0.310    0.501    0.1040      0.0195  
DTPTH_I/NPC[19]                0.310    0.495    0.1027      0.0192  
DRAM_ADDRESS[14]               0.310    0.509    0.1021      0.0191  
DTPTH_I/NPC[13]                0.310    0.495    0.1021      0.0191  
DTPTH_I/NPC[26]                0.310    0.498    0.1021      0.0191  
DTPTH_I/NPC[28]                0.310    0.491    0.1021      0.0191  
DTPTH_I/NPC[25]                0.310    0.498    0.1019      0.0191  
DTPTH_I/NPC[16]                0.310    0.510    0.1018      0.0191  
DTPTH_I/NPC[11]                0.310    0.488    0.1017      0.0191  
DTPTH_I/NPC[10]                0.310    0.514    0.1010      0.0189  
DTPTH_I/NPC[22]                0.310    0.489    0.1009      0.0189  
DTPTH_I/NPC[23]                0.310    0.495    0.1008      0.0189  
DTPTH_I/NPC[14]                0.310    0.481    0.1007      0.0189  
DTPTH_I/NPC[20]                0.310    0.508    0.1007      0.0189  
DRAM_ADDRESS[22]               0.310    0.513    0.1005      0.0188  
DRAM_ADDRESS[0]                0.310    0.492    0.1003      0.0188  
DRAM_ADDRESS[19]               0.310    0.510    0.1002      0.0188  
DRAM_ADDRESS[10]               0.310    0.516    0.1001      0.0188  
DRAM_ADDRESS[27]               0.310    0.489    0.1001      0.0188  
DTPTH_I/NPC[30]                0.310    0.493    0.1001      0.0188  
DTPTH_I/ALU_OP/adder/Cout_gen[2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/Cout_gen[4]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/Cout_gen[5]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/Cout_gen[6]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[1][0]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[2][1]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[8][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[16][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[16][3]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[24][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[28][1]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[28][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/gi[28][4]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[8][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[16][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[16][3]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[24][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[28][1]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[28][2]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/adder/carry_logic/pi[28][4]
                               0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[4]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[5]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[8]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[9]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[12]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[13]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[16]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[17]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[20]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[21]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[24]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[25]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[28]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[29]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[30]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data1i[31]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[4]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[5]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[8]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[9]       0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[12]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[13]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[16]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[17]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[20]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[21]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[24]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[25]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[28]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[29]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[30]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/ALU_OP/data2i[31]      0.310    0.500    0.1000      0.0187  d
DTPTH_I/IR_26_ex[0]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/IR_26_ex[1]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/IR_26_ex[2]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/IR_26_ex[3]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/IR_26_ex[4]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/IR_26_ex[5]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[0]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[1]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[2]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[3]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[4]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[5]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[6]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[7]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[8]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[9]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[10]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[11]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[12]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[13]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[14]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[15]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[16]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[17]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[18]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[19]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[20]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[21]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[22]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[23]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[24]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[25]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[26]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[27]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[28]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[29]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[30]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/Imm_ex[31]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[0]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[1]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[2]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[3]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[4]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[5]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[6]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[7]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[8]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[9]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[10]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[11]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[12]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[13]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[14]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[15]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[16]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[17]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[18]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[19]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[20]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[21]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[22]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[23]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[24]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[25]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[26]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[27]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[28]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[29]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[30]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/LHI_ex[31]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC[0]                 0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[0]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[1]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[2]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[3]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[4]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[5]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[6]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[7]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[8]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[9]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[10]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[11]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[12]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[13]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[14]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[15]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[16]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[17]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[18]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[19]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[20]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[21]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[22]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[23]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[24]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[25]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[26]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[27]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[28]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[29]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[30]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_Dec[31]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[0]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[1]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[2]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[3]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[4]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[5]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[6]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[7]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[8]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[9]              0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[10]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[11]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[12]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[13]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[14]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[15]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[16]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[17]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[18]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[19]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[20]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[21]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[22]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[23]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[24]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[25]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[26]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[27]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[28]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[29]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[30]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_ex[31]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[0]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[1]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[2]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[3]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[4]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[5]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[6]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[7]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[8]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[9]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[10]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[11]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[12]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[13]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[14]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[15]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[16]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[17]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[18]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[19]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[20]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[21]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[22]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[23]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[24]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[25]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[26]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[27]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[28]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[29]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[30]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch1[31]         0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[0]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[1]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[2]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[3]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[4]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[5]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[6]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[7]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[8]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[9]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[10]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[11]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[12]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[13]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[14]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[15]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[16]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[17]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[18]          0.310    0.500    0.1000      0.0187  d
